name,NSE_code,BSE_code,sector,industry,revenue,operating_expenses,operating_profit,operating_profit_margin,depreciation,interest,profit_before_tax,tax,net_profit,EPS,profit_TTM,EPS_TTM
Intellect Design Arena Ltd.,INTELLECT,538835,SOFTWARE & SERVICES,IT SOFTWARE PRODUCTS,631.7,497.2,121.9,19.69,33.7,0.8,96.5,25.7,70.4,5.2,316.6,23.2
Balaji Amines Ltd.,BALAMINES,530999,CHEMICALS & PETROCHEMICALS,SPECIALTY CHEMICALS,387.3,326.8,53.8,14.13,10.8,1.8,48.0,11.6,34.7,10.7,197.3,60.9
UTI Asset Management Company Ltd.,UTIAMC,543238,BANKING AND FINANCE,ASSET MANAGEMENT COS.,405.6,172.5,231.5,57.3,10.4,2.8,219.8,37.0,182.8,14.4,562.9,44.3
Mazagon Dock Shipbuilders Ltd.,MAZDOCK,543237,TRANSPORTATION,SHIPPING,2079.2,1651.1,176.6,9.66,20.2,1.3,406.6,102.8,332.9,16.5,1327.6,65.8
Computer Age Management Services Ltd.,CAMS,543232,BANKING AND FINANCE,CAPITAL MARKETS,284.7,153.0,122.1,44.39,17.4,2.0,112.4,28.6,84.5,17.2,309.2,62.9
Happiest Minds Technologies Ltd.,HAPPSTMNDS,543227,SOFTWARE & SERVICES,IT CONSULTING & SOFTWARE,428.8,324.0,82.6,20.32,14.6,11.2,79.1,20.7,58.5,3.9,232.0,15.6
Triveni Turbine Ltd.,TRITURBINE,533655,GENERAL INDUSTRIALS,HEAVY ELECTRICAL EQUIPMENT,402.3,313.4,74.3,19.17,5.1,0.6,83.2,19.0,64.2,2.0,233.1,7.3
Angel One Ltd.,ANGELONE,ASM,BANKING AND FINANCE,CAPITAL MARKETS,1049.3,602.6,443.4,42.31,11.2,26.4,407.2,102.7,304.5,36.3,1020.2,121.7
Tanla Platforms Ltd.,TANLA,532790,SOFTWARE & SERVICES,INTERNET SOFTWARE & SERVICES,1014.9,811.8,196.8,19.51,22.6,1.8,178.7,36.2,142.5,10.6,514.7,38.3
Max Healthcare Institute Ltd.,MAXHEALTH,543220,DIVERSIFIED CONSUMER SERVICES,HEALTHCARE FACILITIES,1408.6,975.8,387.4,28.42,57.9,8.5,366.4,89.7,276.7,2.9,990.1,10.2
Asahi India Glass Ltd.,ASAHIINDIA,515030,AUTOMOBILES & AUTO COMPONENTS,AUTO PARTS & EQUIPMENT,1122.6,934.0,185.6,16.58,43.0,34.4,111.3,30.2,86.9,3.6,343.5,14.1
Prince Pipes & Fittings Ltd.,PRINCEPIPE,542907,GENERAL INDUSTRIALS,PLASTIC PRODUCTS,660.4,562.3,94.2,14.35,22.5,0.7,92.8,22.2,70.6,5.2,219.8,19.9
Route Mobile Ltd.,ROUTE,543228,SOFTWARE & SERVICES,INTERNET SOFTWARE & SERVICES,1018.3,886.5,128.1,12.63,21.4,6.5,103.8,15.5,88.8,14.2,365.3,58.3
KPR Mill Ltd.,KPRMILL,532889,TEXTILES APPARELS & ACCESSORIES,TEXTILES,1533.0,1212.9,298.0,19.72,46.0,18.1,256.0,54.2,201.8,5.9,788.8,23.1
Infibeam Avenues Ltd.,INFIBEAM,539807,SOFTWARE & SERVICES,INTERNET SOFTWARE & SERVICES,792.6,719.7,70.2,8.89,17.1,0.5,55.2,14.7,41.0,0.1,142.2,0.5
Restaurant Brands Asia Ltd.,RBA,543248,HOTELS RESTAURANTS & TOURISM,RESTAURANTS,628.2,568.7,56.2,9.0,78.6,31.5,-50.7,0.0,-46.0,-0.9,-220.3,-4.5
Larsen & Toubro Ltd.,LT,500510,CEMENT AND CONSTRUCTION,CONSTRUCTION & ENGINEERING,52157.0,45392.1,5632.0,11.04,909.9,864.0,4991.1,1135.5,3222.6,22.9,12255.3,89.2
Gland Pharma Ltd.,GLAND,543245,PHARMACEUTICALS & BIOTECHNOLOGY,PHARMACEUTICALS,1426.6,1049.3,324.1,23.6,81.3,6.0,289.9,95.8,194.1,11.8,698.8,42.4
Macrotech Developers Ltd.,LODHA,543287,REALTY,REALTY,1755.1,1333.5,416.1,23.78,29.3,123.1,269.2,62.4,201.9,2.1,1529.2,15.9
Poonawalla Fincorp Ltd.,POONAWALLA,524000,BANKING AND FINANCE,FINANCE (INCLUDING NBFCS),745.3,178.9,531.7,71.98,14.7,215.5,1124.6,270.0,860.2,11.2,1466.4,19.1
The Fertilisers and Chemicals Travancore Ltd.,FACT,590024,FERTILIZERS,FERTILIZERS,1713.6,1530.8,132.4,7.96,5.3,61.2,105.2,0.0,105.2,1.6,508.4,7.9
Home First Finance Company India Ltd.,HOMEFIRST,543259,BANKING AND FINANCE,HOUSING FINANCE,278.0,53.7,211.6,77.43,2.8,117.0,96.4,22.1,74.3,8.4,266.2,30.2
CG Power and Industrial Solutions Ltd.,CGPOWER,500093,GENERAL INDUSTRIALS,HEAVY ELECTRICAL EQUIPMENT,2019.0,1692.9,308.6,15.42,22.9,0.4,329.9,86.2,242.3,1.6,11.0,7.2
Laxmi Organic Industries Ltd.,LXCHEM,543277,CHEMICALS & PETROCHEMICALS,SPECIALTY CHEMICALS,660.5,613.3,38.9,5.97,27.5,2.1,17.5,6.8,10.7,0.4,100.6,3.8
Anupam Rasayan India Ltd.,ANURAS,543275,CHEMICALS & PETROCHEMICALS,AGROCHEMICALS,395.6,284.7,107.5,27.41,19.8,20.4,70.7,22.0,40.7,3.8,178.9,16.6
Kalyan Jewellers India Ltd.,KALYANKJIL,ASM,TEXTILES APPARELS & ACCESSORIES,GEMS & JEWELLERY,4427.7,4100.9,313.7,7.11,66.9,81.7,178.1,43.3,135.2,1.3,497.9,4.8
Jubilant Pharmova Ltd.,JUBLPHARMA,530019,PHARMACEUTICALS & BIOTECHNOLOGY,PHARMACEUTICALS,1690.2,1438.5,241.8,14.39,96.6,66.1,89.0,35.9,62.5,3.9,-44.6,-2.8
Indigo Paints Ltd.,INDIGOPNTS,543258,DIVERSIFIED CONSUMER SERVICES,FURNITURE-FURNISHING-PAINTS,273.4,228.7,41.8,15.45,10.0,0.5,34.3,8.2,26.1,5.5,132.4,27.8
Indian Railway Finance Corporation Ltd.,IRFC,543257,BANKING AND FINANCE,FINANCE (INCLUDING NBFCS),6767.5,33.5,6732.4,99.5,2.1,5181.5,1549.9,0.0,1549.9,1.2,6067.6,4.6
Mastek Ltd.,MASTEK,523704,SOFTWARE & SERVICES,IT CONSULTING & SOFTWARE,770.4,642.5,123.0,16.07,20.9,12.6,90.3,25.0,62.8,20.5,269.7,88.0
Equitas Small Finance Bank Ltd.,EQUITASBNK,543243,BANKING AND FINANCE,BANKS,1540.4,616.8,330.2,24.3,0.0,593.4,267.0,68.9,198.1,1.8,749.5,6.7
Tata Teleservices (Maharashtra) Ltd.,TTML,532371,TELECOM SERVICES,TELECOM SERVICES,288.6,159.3,127.5,44.45,36.3,403.2,-310.2,0.0,-310.2,-1.6,-1168.3,-6.0
Praj Industries Ltd.,PRAJIND,522205,GENERAL INDUSTRIALS,INDUSTRIAL MACHINERY,893.3,798.4,84.0,9.52,9.1,1.0,84.8,22.4,62.4,3.4,271.4,14.8
Nazara Technologies Ltd.,NAZARA,543280,SOFTWARE & SERVICES,INTERNET SOFTWARE & SERVICES,309.5,269.4,26.7,8.98,15.1,2.7,21.2,-1.3,19.8,3.0,60.0,9.1
Jubilant Ingrevia Ltd.,JUBLINGREA,543271,CHEMICALS & PETROCHEMICALS,SPECIALTY CHEMICALS,1028.5,902.3,117.7,11.54,33.9,12.5,79.8,22.4,57.5,3.6,258.9,16.4
Sona BLW Precision Forgings Ltd.,SONACOMS,543300,AUTOMOBILES & AUTO COMPONENTS,AUTO PARTS & EQUIPMENT,796.9,567.5,223.3,28.24,53.4,6.0,164.1,40.1,123.8,2.1,462.8,7.9
Chemplast Sanmar Ltd.,CHEMPLASTS,543336,CHEMICALS & PETROCHEMICALS,SPECIALTY CHEMICALS,1025.0,941.8,46.0,4.65,35.3,38.6,9.2,-16.8,26.1,1.6,35.3,2.2
Aptus Value Housing Finance India Ltd.,APTUS,543335,BANKING AND FINANCE,HOUSING FINANCE,344.5,50.6,277.5,83.18,2.6,96.1,189.6,41.5,148.0,3.0,551.1,11.1
Clean Science & Technology Ltd.,CLEAN,543318,CHEMICALS & PETROCHEMICALS,SPECIALTY CHEMICALS,187.1,106.3,74.8,41.32,11.1,0.3,69.5,17.3,52.2,4.9,275.5,25.9
Medplus Health Services Ltd.,MEDPLUS,543427,HEALTHCARE EQUIPMENT & SUPPLIES,HEALTHCARE SUPPLIES,1419.0,1323.5,85.1,6.04,55.5,23.5,16.4,1.9,14.6,1.2,58.3,4.9
Nuvoco Vistas Corporation Ltd.,NUVOCO,543334,CEMENT AND CONSTRUCTION,CEMENT & CEMENT PRODUCTS,2578.9,2243.0,329.9,12.82,225.6,139.9,-29.6,-31.1,1.5,0.0,141.8,4.0
Star Health and Allied Insurance Company Ltd.,STARHEALTH,543412,BANKING AND FINANCE,GENERAL INSURANCE,3463.2,3295.8,165.7,4.79,0.0,0.0,167.1,41.8,125.3,2.1,725.4,12.4
Go Fashion (India) Ltd.,GOCOLORS,543401,TEXTILES APPARELS & ACCESSORIES,OTHER APPARELS & ACCESSORIES,192.8,132.2,56.6,29.98,25.8,8.9,25.8,5.7,20.0,3.7,85.4,15.8
PB Fintech Ltd.,POLICYBZR,543390,SOFTWARE & SERVICES,INTERNET SOFTWARE & SERVICES,909.1,900.7,-89.1,-10.98,22.3,7.2,-21.1,-0.3,-20.2,-0.5,-127.9,-2.8
FSN E-Commerce Ventures Ltd.,NYKAA,543384,SOFTWARE & SERVICES,INTERNET & CATALOGUE RETAIL,1515.6,1426.4,80.6,5.35,54.6,21.3,13.3,4.0,5.8,0.0,19.8,0.1
Krishna Institute of Medical Sciences Ltd.,KIMS,543308,DIVERSIFIED CONSUMER SERVICES,HEALTHCARE FACILITIES,655.4,475.2,177.3,27.17,32.6,8.9,138.6,37.3,92.0,11.5,342.1,42.7
Zomato Ltd.,ZOMATO,543320,SOFTWARE & SERVICES,INTERNET SOFTWARE & SERVICES,306.0,2895.0,-47.0,-1.65,128.0,16.0,21.0,-15.0,36.0,0.0,-496.8,-0.6
Brightcom Group Ltd.,BCG,532368,SOFTWARE & SERVICES,INTERNET SOFTWARE & SERVICES,1690.5,1172.3,518.0,30.65,72.3,0.1,445.8,124.3,321.5,1.6,1415.2,7.0
Shyam Metalics and Energy Ltd.,SHYAMMETL,543299,METALS & MINING,IRON & STEEL/INTERM.PRODUCTS,2978.9,2633.6,307.1,10.44,176.5,35.4,133.4,-348.6,484.1,18.9,1049.9,41.2
G R Infraprojects Ltd.,GRINFRA,543317,CEMENT AND CONSTRUCTION,ROADS & HIGHWAYS,1909.2,1415.7,467.1,24.81,61.7,144.6,287.1,69.9,217.2,22.5,1240.3,128.3
RattanIndia Enterprises Ltd.,RTNINDIA,534597,UTILITIES,ELECTRIC UTILITIES,1618.1,1392.8,1.5,0.11,4.3,28.8,142.2,1.7,140.9,1.0,147.6,1.1
Borosil Renewables Ltd.,BORORENEW,502219,CONSUMER DURABLES,HOUSEWARE,406.3,369.2,32.5,8.09,31.0,9.6,28.9,-1.1,25.1,1.9,32.1,2.5
HLE Glascoat Ltd.,HLEGLAS,522215,GENERAL INDUSTRIALS,INDUSTRIAL MACHINERY,227.8,198.0,26.5,11.79,6.1,5.8,16.1,5.3,10.0,1.6,54.4,8.0
Tata Investment Corporation Ltd.,TATAINVEST,501301,DIVERSIFIED,HOLDING COMPANIES,125.0,10.1,113.8,91.88,0.2,4.7,110.1,-1.3,124.4,24.6,326.1,64.4
Sapphire Foods India Ltd.,SAPPHIRE,543397,HOTELS RESTAURANTS & TOURISM,RESTAURANTS,650.1,527.5,115.1,17.91,76.8,24.5,21.4,6.2,15.3,2.4,208.5,32.7
Devyani International Ltd.,DEVYANI,543330,HOTELS RESTAURANTS & TOURISM,RESTAURANTS,826.0,665.0,154.4,18.84,86.3,41.7,19.0,-16.8,33.4,0.3,177.5,1.5
Vijaya Diagnostic Centre Ltd.,VIJAYA,543350,DIVERSIFIED CONSUMER SERVICES,HEALTHCARE SERVICES,145.6,81.5,57.4,41.31,13.7,5.9,44.6,11.0,33.3,3.3,103.4,10.1
C.E. Info Systems Ltd.,MAPMYINDIA,543425,SOFTWARE & SERVICES,INTERNET SOFTWARE & SERVICES,99.3,50.1,41.0,44.98,3.7,0.7,44.7,11.1,33.0,6.1,122.9,22.7
Latent View Analytics Ltd.,LATENTVIEW,543398,SOFTWARE & SERVICES,DATA PROCESSING SERVICES,172.7,124.9,30.8,19.78,2.3,0.8,44.7,10.6,34.0,1.7,153.6,7.5
Metro Brands Ltd.,METROBRAND,543426,RETAILING,FOOTWEAR,571.9,400.3,155.4,27.96,57.2,19.7,94.7,27.5,66.7,2.5,340.0,12.5
Easy Trip Planners Ltd.,EASEMYTRIP,543272,SOFTWARE & SERVICES,INTERNET SOFTWARE & SERVICES,144.6,76.9,64.8,45.71,1.0,2.0,64.7,17.7,47.2,0.3,146.0,0.8
Shree Renuka Sugars Ltd.,RENUKA,532670,FOOD BEVERAGES & TOBACCO,SUGAR,2564.7,2491.0,63.7,2.49,64.1,216.8,-207.2,-1.6,-204.9,-1.0,-286.0,-1.3
One97 Communications Ltd.,PAYTM,543396,SOFTWARE & SERVICES,INTERNET SOFTWARE & SERVICES,2662.5,2749.6,-231.0,-9.17,180.1,7.0,-279.9,12.7,-290.5,-5.0,-1207.9,-19.0
MTAR Technologies Ltd.,MTARTECH,543270,GENERAL INDUSTRIALS,DEFENCE,167.7,130.7,36.1,21.64,5.8,5.5,25.7,5.2,20.5,6.7,103.3,33.6
Capri Global Capital Ltd.,CGCL,531595,BANKING AND FINANCE,FINANCE (INCLUDING NBFCS),557.4,229.3,304.8,54.7,23.1,195.8,86.0,20.8,65.2,3.2,231.2,11.2
GMR Airports Infrastructure Ltd.,GMRINFRA,ASM,CEMENT AND CONSTRUCTION,CONSTRUCTION & ENGINEERING,2185.0,1336.8,726.7,35.22,373.0,695.8,-252.0,54.9,-91.0,-0.1,-370.9,-0.6
Triveni Engineering & Industries Ltd.,TRIVENI,532356,FOOD BEVERAGES & TOBACCO,SUGAR,1629.7,1554.5,62.9,3.89,25.8,10.2,39.3,10.1,29.1,1.3,434.3,19.8
Delhivery Ltd.,DELHIVERY,543529,TRANSPORTATION,TRANSPORTATION - LOGISTICS,2043.0,1957.3,-15.6,-0.8,171.2,19.6,-105.2,-2.1,-102.9,-1.4,-546.7,-7.5
Life Insurance Corporation of India,LICI,543526,BANKING AND FINANCE,LIFE INSURANCE,202394.9,193612.5,8445.0,4.18,0.0,0.0,8696.5,1083.9,8030.3,12.7,37204.8,58.8
Campus Activewear Ltd.,CAMPUS,543523,RETAILING,FOOTWEAR,259.1,234.2,24.5,9.46,18.1,6.5,0.4,0.1,0.3,0.0,103.1,3.4
Motherson Sumi Wiring India Ltd.,MSUMI,543498,AUTOMOBILES & AUTO COMPONENTS,AUTO PARTS & EQUIPMENT,2110.2,1856.5,248.1,11.79,36.4,7.4,210.0,54.1,155.9,0.3,523.6,1.2
Olectra Greentech Ltd.,OLECTRA,532439,AUTOMOBILES & AUTO COMPONENTS,COMMERCIAL VEHICLES,310.3,266.6,40.5,13.2,8.8,9.7,25.2,8.0,18.6,2.2,78.5,9.6
Patanjali Foods Ltd.,PATANJALI,500368,FMCG,EDIBLE OILS,7845.8,7426.6,395.3,5.05,60.1,24.0,335.1,80.5,254.5,7.0,875.2,24.2
Raymond Ltd.,RAYMOND,500330,TEXTILES APPARELS & ACCESSORIES,TEXTILES,2320.7,1938.8,314.6,13.96,65.4,89.3,204.2,50.7,159.8,24.0,1514.2,227.5
Swan Energy Ltd.,SWANENERGY,503310,REALTY,REALTY,1230.1,966.3,257.0,21.01,27.1,58.3,178.4,12.8,84.6,6.7,308.4,11.7
Samvardhana Motherson International Ltd.,MOTHERSON,517334,AUTOMOBILES & AUTO COMPONENTS,AUTO PARTS & EQUIPMENT,23639.2,21585.0,1888.8,8.05,867.4,487.9,449.5,229.2,201.6,0.3,1910.3,2.8
Vedant Fashions Ltd.,MANYAVAR,543463,RETAILING,SPECIALTY RETAIL,233.4,125.5,92.8,42.51,32.5,10.7,64.8,16.1,48.7,2.0,399.9,16.5
Adani Wilmar Ltd.,AWL,543458,FMCG,EDIBLE OILS,12331.2,12123.5,143.7,1.17,95.7,220.2,-161.8,-31.5,-130.7,-1.0,130.1,1.0
Mahindra Lifespace Developers Ltd.,MAHLIFE,532313,REALTY,REALTY,25.7,52.7,-34.9,-196.45,3.1,0.2,-30.3,-10.8,-18.9,-1.2,10.5,0.7
Tejas Networks Ltd.,TEJASNET,540595,TELECOM SERVICES,OTHER TELECOM SERVICES,413.9,383.0,13.0,3.28,41.7,7.0,-17.7,-5.1,-12.6,-0.7,-61.3,-3.5
Aether Industries Ltd.,AETHER,543534,CHEMICALS & PETROCHEMICALS,SPECIALTY CHEMICALS,178.3,118.2,46.0,28.0,9.7,1.6,48.7,12.1,36.7,2.8,139.1,10.5
JBM Auto Ltd.,JBMA,ASM,AUTOMOBILES & AUTO COMPONENTS,AUTO PARTS & EQUIPMENT,1238.8,1091.3,139.7,11.35,41.2,47.9,58.3,11.3,44.2,3.7,136.8,11.6
Deepak Fertilisers & Petrochemicals Corporation Ltd.,DEEPAKFERT,500645,CHEMICALS & PETROCHEMICALS,COMMODITY CHEMICALS,2443.2,2138.1,286.1,11.8,81.2,107.1,116.8,53.3,60.1,4.8,674.5,53.4
Sharda Cropchem Ltd.,SHARDACROP,538666,CHEMICALS & PETROCHEMICALS,AGROCHEMICALS,604.3,559.6,21.2,3.65,74.0,4.6,-33.8,-6.3,-27.6,-3.1,191.0,21.2
Shoppers Stop Ltd.,SHOPERSTOP,532638,RETAILING,DEPARTMENT STORES,1049.7,878.2,160.9,15.49,108.2,54.9,3.5,0.8,2.7,0.2,94.2,8.6
BEML Ltd.,BEML,500048,AUTOMOBILES & AUTO COMPONENTS,COMMERCIAL VEHICLES,924.0,855.3,61.5,6.7,15.8,10.8,42.2,-9.6,51.8,12.4,200.8,48.2
Lemon Tree Hotels Ltd.,LEMONTREE,541233,HOTELS RESTAURANTS & TOURISM,HOTELS,230.1,125.3,101.9,44.84,22.6,47.3,34.8,8.6,22.6,0.3,130.1,1.6
Rainbow Childrens Medicare Ltd.,RAINBOW,543524,DIVERSIFIED CONSUMER SERVICES,HEALTHCARE FACILITIES,340.5,215.1,117.6,35.34,26.8,13.3,85.2,22.1,62.9,6.2,215.4,21.2
UCO Bank,UCOBANK,532505,BANKING AND FINANCE,BANKS,5865.6,1581.5,981.9,18.81,0.0,3302.3,639.8,238.1,403.5,0.3,184.0,1.5
Piramal Pharma Ltd.,PPLPHARMA,543635,PHARMACEUTICALS & BIOTECHNOLOGY,PHARMACEUTICALS,1960.6,1645.7,265.6,13.9,184.5,109.9,20.4,34.5,5.0,0.0,-133.6,-1.0
KSB Ltd.,KSB,500249,GENERAL INDUSTRIALS,INDUSTRIAL MACHINERY,572.2,493.4,70.3,12.47,12.3,2.0,64.5,17.1,50.1,14.4,209.7,60.3
Data Patterns (India) Ltd.,DATAPATTNS,543428,GENERAL INDUSTRIALS,DEFENCE,119.2,67.5,40.8,37.63,3.1,2.3,46.3,12.5,33.8,6.0,148.3,26.5
Global Health Ltd.,MEDANTA,543654,DIVERSIFIED CONSUMER SERVICES,HEALTHCARE FACILITIES,864.7,631.1,212.9,25.22,42.9,20.1,170.6,45.4,125.2,4.7,408.9,15.2
Aarti Industries Ltd.,AARTIIND,524208,CHEMICALS & PETROCHEMICALS,SPECIALTY CHEMICALS,1454.0,1221.2,232.8,16.01,93.0,58.2,81.6,-9.1,90.7,2.5,446.2,12.3
BLS International Services Ltd.,BLS,540073,DIVERSIFIED CONSUMER SERVICES,TRAVEL SUPPORT SERVICES,416.4,321.0,86.7,21.27,7.3,1.0,87.2,5.2,78.7,1.9,267.6,6.5
Archean Chemical Industries Ltd.,ACI,543657,CHEMICALS & PETROCHEMICALS,COMMODITY CHEMICALS,301.7,195.0,95.5,32.86,17.5,1.9,87.3,21.3,66.0,5.4,394.4,32.1
Adani Power Ltd.,ADANIPOWER,ASM,UTILITIES,ELECTRIC UTILITIES,14935.7,7819.2,5171.4,39.81,1004.5,888.4,5223.6,-1370.6,6594.2,16.5,20604.8,53.4
Craftsman Automation Ltd.,CRAFTSMAN,543276,AUTOMOBILES & AUTO COMPONENTS,AUTO PARTS & EQUIPMENT,1183.8,941.6,237.5,20.14,66.8,41.6,133.8,29.6,94.5,44.1,298.3,141.2
NMDC Ltd.,NMDC,526371,METALS & MINING,MINING,4335.0,2823.6,1190.4,29.66,88.8,18.6,1404.1,379.0,1026.2,3.5,5862.2,20.0
Epigral Ltd.,EPIGRAL,543332,CHEMICALS & PETROCHEMICALS,SPECIALTY CHEMICALS,479.1,370.2,107.9,22.57,31.5,21.3,56.1,17.9,38.0,9.1,223.4,53.8
Apar Industries Ltd.,APARINDS,532259,CONSUMER DURABLES,OTHER ELECTRICAL EQUIPMENT/PRODUCTS,3944.7,3576.2,349.8,8.91,28.2,103.1,237.3,62.9,173.9,45.4,783.9,204.8
Bikaji Foods International Ltd.,BIKAJI,543653,FMCG,PACKAGED FOODS,614.7,521.0,87.7,14.41,15.6,2.9,75.2,15.4,61.2,2.5,173.6,6.9
Five-Star Business Finance Ltd.,FIVESTAR,543663,BANKING AND FINANCE,FINANCE (INCLUDING NBFCS),522.4,133.2,375.0,72.28,5.7,105.9,267.0,67.6,199.4,6.8,703.0,24.1
Ingersoll-Rand (India) Ltd.,INGERRAND,500210,GENERAL INDUSTRIALS,INDUSTRIAL MACHINERY,282.8,210.7,65.7,23.76,4.6,0.6,67.0,17.2,49.7,15.8,218.5,69.2
KFIN Technologies Ltd.,KFINTECH,543720,BANKING AND FINANCE,OTHER FINANCIAL SERVICES,215.3,115.3,93.7,44.82,12.6,3.2,84.2,22.3,61.4,3.6,215.1,12.6
Piramal Enterprises Ltd.,PEL,500302,BANKING AND FINANCE,FINANCE (INCLUDING NBFCS),2205.2,1320.1,1117.9,50.97,38.3,1038.9,-11.8,10.7,48.2,2.0,3906.5,173.9
NMDC Steel Ltd.,NSLNISP,543768,METALS & MINING,IRON & STEEL/INTERM.PRODUCTS,290.3,349.6,-72.2,-26.04,74.5,40.8,-174.7,-43.6,-131.1,-0.5,,
Eris Lifesciences Ltd.,ERIS,540596,PHARMACEUTICALS & BIOTECHNOLOGY,PHARMACEUTICALS,508.8,324.2,181.1,35.85,42.1,16.3,126.2,3.9,123.4,9.1,385.6,28.3
Mankind Pharma Ltd.,MANKIND,543904,PHARMACEUTICALS & BIOTECHNOLOGY,PHARMACEUTICALS,2768.1,2025.5,682.6,25.21,96.5,8.6,637.5,129.8,501.0,12.5,1564.8,39.1
Kaynes Technology India Ltd.,KAYNES,ASM,CONSUMER DURABLES,OTHER ELECTRICAL EQUIPMENT/PRODUCTS,369.8,312.1,48.8,13.52,6.5,11.8,39.4,7.1,32.3,5.5,143.2,24.6
Safari Industries (India) Ltd.,SAFARI,523025,TEXTILES APPARELS & ACCESSORIES,OTHER APPARELS & ACCESSORIES,372.9,306.6,63.5,17.15,12.2,2.2,51.9,12.1,39.8,16.7,162.3,68.2
Saregama India Ltd.,SAREGAMA,532163,MEDIA,MOVIES & ENTERTAINMENT,185.6,111.5,60.9,35.32,8.2,0.2,65.6,17.6,48.1,2.5,193.4,10.0
Syrma SGS Technology Ltd.,SYRMA,543573,CONSUMER DURABLES,OTHER ELECTRICAL EQUIPMENT/PRODUCTS,720.6,662.7,49.0,6.88,11.6,8.0,37.0,6.4,28.3,1.6,132.4,7.5
Jindal Saw Ltd.,JINDALSAW,ASM,GENERAL INDUSTRIALS,OTHER INDUSTRIAL PRODUCTS,5488.9,4662.0,804.2,14.71,142.5,188.7,495.6,139.6,375.7,11.8,1135.8,35.5
Godawari Power & Ispat Ltd.,GPIL,532734,METALS & MINING,IRON & STEEL/INTERM.PRODUCTS,1314.2,929.6,361.4,28.0,34.8,10.2,339.6,86.1,256.9,20.6,785.5,63.0
Gillette India Ltd.,GILLETTE,507815,FMCG,PERSONAL PRODUCTS,676.2,530.8,136.7,20.48,20.1,0.1,125.2,32.5,92.7,28.4,361.6,111.0
Symphony Ltd.,SYMPHONY,517385,CONSUMER DURABLES,CONSUMER ELECTRONICS,286.0,234.0,41.0,14.91,7.0,2.0,43.0,8.0,35.0,5.1,114.0,16.5
Glenmark Life Sciences Ltd.,GLS,543322,PHARMACEUTICALS & BIOTECHNOLOGY,PHARMACEUTICALS,600.7,428.3,167.1,28.06,13.1,0.4,158.9,40.2,118.7,9.7,505.5,41.3
Usha Martin Ltd.,USHAMART,517146,METALS & MINING,IRON & STEEL PRODUCTS,806.0,640.4,144.3,18.39,18.0,6.4,141.2,35.0,109.5,3.6,399.4,13.1
Ircon International Ltd.,IRCON,541956,CEMENT AND CONSTRUCTION,CONSTRUCTION & ENGINEERING,3136.3,2771.2,215.7,7.22,27.1,36.9,301.2,77.6,250.7,2.7,884.6,9.4
Ujjivan Small Finance Bank Ltd.,UJJIVANSFB,542904,BANKING AND FINANCE,BANKS,1579.8,528.6,483.4,34.75,0.0,567.8,436.4,108.7,327.7,1.7,1254.5,6.4
Procter & Gamble Health Ltd.,PGHL,500126,PHARMACEUTICALS & BIOTECHNOLOGY,PHARMACEUTICALS,311.0,216.3,88.7,29.08,6.5,0.2,88.0,22.5,65.6,39.5,231.4,139.4
Allcargo Logistics Ltd.,ALLCARGO,532749,TRANSPORTATION,TRANSPORTATION - LOGISTICS,3336.3,3188.8,118.0,3.57,106.7,36.7,14.2,1.3,21.8,0.9,361.9,14.7
Sheela Foam Ltd.,SFL,540203,DIVERSIFIED CONSUMER SERVICES,FURNITURE-FURNISHING-PAINTS,637.6,547.0,66.2,10.8,21.9,8.6,60.2,15.6,44.0,4.5,192.4,17.7
Alok Industries Ltd.,ALOKINDS,521070,TEXTILES APPARELS & ACCESSORIES,TEXTILES,1369.3,1323.1,35.9,2.64,78.6,142.2,-174.6,0.0,-174.8,-0.3,-948.4,-1.9
Minda Corporation Ltd.,MINDACORP,538962,AUTOMOBILES & AUTO COMPONENTS,AUTO PARTS & EQUIPMENT,1197.9,1064.5,131.3,10.98,41.4,14.9,77.0,18.7,58.8,2.5,278.2,11.6
Concord Biotech Ltd.,CONCORDBIO,543960,PHARMACEUTICALS & BIOTECHNOLOGY,BIOTECHNOLOGY,270.5,143.2,119.2,45.43,13.3,0.8,113.2,28.7,81.0,7.7,,
